customer_hk,cust_newsletter,cust_channel,cust_language,x_record_source,x_load_ts,_bv_source,cust_address,cust_city,cust_postal_code,cust_email,cust_phone,cust_segment,cust_loyalty_tier,cust_demo_score
162-132-223-17-85-236-62-103-40-96-128-80-13-243-106-154,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,51
162-132-223-17-85-236-62-103-40-96-128-80-13-243-106-154,Y,PHONE,de,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
162-132-223-17-85-236-62-103-40-96-128-80-13-243-106-154,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,384 Updated Avenue,Chicago,10254,,,,,
162-132-223-17-85-236-62-103-40-96-128-80-13-243-106-154,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1252.v3@example.com,+1-555-1252-3,,,
162-132-223-17-85-236-62-103-40-96-128-80-13-243-106-154,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,57
162-19-122-42-232-227-155-80-2-163-248-144-158-203-136-254,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
162-19-122-42-232-227-155-80-2-163-248-144-158-203-136-254,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,164 Market Street,Phoenix,10064,,,,,
162-19-122-42-232-227-155-80-2-163-248-144-158-203-136-254,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1065@example.com,+1-555-1065,,,
162-19-122-42-232-227-155-80-2-163-248-144-158-203-136-254,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,64
162-19-122-42-232-227-155-80-2-163-248-144-158-203-136-254,N,PHONE,de,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
16-25-200-9-22-147-239-92-95-85-151-3-70-99-63-146,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
16-25-200-9-22-147-239-92-95-85-151-3-70-99-63-146,Y,PORTAL,es,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
162-19-122-42-232-227-155-80-2-163-248-144-158-203-136-254,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,186 Updated Avenue,New York,10066,,,,,
16-25-200-9-22-147-239-92-95-85-151-3-70-99-63-146,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,143 Market Street,Los Angeles,10043,,,,,
16-25-200-9-22-147-239-92-95-85-151-3-70-99-63-146,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,187 Updated Avenue,Philadelphia,10047,,,,,
162-19-122-42-232-227-155-80-2-163-248-144-158-203-136-254,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1065.v2@example.com,+1-555-1065-2,,,
16-25-200-9-22-147-239-92-95-85-151-3-70-99-63-146,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1044@example.com,+1-555-1044,,,
16-25-200-9-22-147-239-92-95-85-151-3-70-99-63-146,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1044.v4@example.com,+1-555-1044-4,,,
162-19-122-42-232-227-155-80-2-163-248-144-158-203-136-254,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,69
16-25-200-9-22-147-239-92-95-85-151-3-70-99-63-146,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,93
16-25-200-9-22-147-239-92-95-85-151-3-70-99-63-146,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,99
162-99-152-220-166-244-123-73-135-108-186-255-188-153-84-249,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
162-99-152-220-166-244-123-73-135-108-186-255-188-153-84-249,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,186 Market Street,Chicago,10086,,,,,
162-99-152-220-166-244-123-73-135-108-186-255-188-153-84-249,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1087@example.com,+1-555-1087,,,
162-99-152-220-166-244-123-73-135-108-186-255-188-153-84-249,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,86
162-99-152-220-166-244-123-73-135-108-186-255-188-153-84-249,N,SMS,fr,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
162-99-152-220-166-244-123-73-135-108-186-255-188-153-84-249,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,219 Updated Avenue,Philadelphia,10089,,,,,
162-99-152-220-166-244-123-73-135-108-186-255-188-153-84-249,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1087.v3@example.com,+1-555-1087-3,,,
162-99-152-220-166-244-123-73-135-108-186-255-188-153-84-249,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,92
163-251-79-191-154-111-156-240-145-102-170-156-32-203-193-173,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
163-251-79-191-154-111-156-240-145-102-170-156-32-203-193-173,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,264 Market Street,Chicago,10164,,,,,
163-251-79-191-154-111-156-240-145-102-170-156-32-203-193-173,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1165@example.com,+1-555-1165,,,
163-251-79-191-154-111-156-240-145-102-170-156-32-203-193-173,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,64
163-251-79-191-154-111-156-240-145-102-170-156-32-203-193-173,N,PHONE,de,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
163-251-79-191-154-111-156-240-145-102-170-156-32-203-193-173,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,286 Updated Avenue,Phoenix,10166,,,,,
163-251-79-191-154-111-156-240-145-102-170-156-32-203-193-173,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1165.v2@example.com,+1-555-1165-2,,,
163-251-79-191-154-111-156-240-145-102-170-156-32-203-193-173,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,69
163-75-172-248-57-185-35-119-11-44-54-14-239-162-103-72,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
163-75-172-248-57-185-35-119-11-44-54-14-239-162-103-72,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,134 Market Street,Phoenix,10034,,,,,
163-75-172-248-57-185-35-119-11-44-54-14-239-162-103-72,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1035@example.com,+1-555-1035,,,
163-75-172-248-57-185-35-119-11-44-54-14-239-162-103-72,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,84
163-75-172-248-57-185-35-119-11-44-54-14-239-162-103-72,N,EMAIL,en,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
163-75-172-248-57-185-35-119-11-44-54-14-239-162-103-72,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,156 Updated Avenue,New York,10036,,,,,
163-75-172-248-57-185-35-119-11-44-54-14-239-162-103-72,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1035.v2@example.com,+1-555-1035-2,,,
163-75-172-248-57-185-35-119-11-44-54-14-239-162-103-72,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,89
164-210-240-210-61-204-132-206-152-63-249-21-127-139-127-136,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
164-210-240-210-61-204-132-206-152-63-249-21-127-139-127-136,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,314 Market Street,Phoenix,10214,,,,,
164-210-240-210-61-204-132-206-152-63-249-21-127-139-127-136,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1215@example.com,+1-555-1215,,,
164-210-240-210-61-204-132-206-152-63-249-21-127-139-127-136,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,64
164-210-240-210-61-204-132-206-152-63-249-21-127-139-127-136,N,EMAIL,en,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
164-210-240-210-61-204-132-206-152-63-249-21-127-139-127-136,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,336 Updated Avenue,New York,10216,,,,,
164-210-240-210-61-204-132-206-152-63-249-21-127-139-127-136,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1215.v2@example.com,+1-555-1215-2,,,
164-210-240-210-61-204-132-206-152-63-249-21-127-139-127-136,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,69
164-42-89-111-199-30-23-130-132-64-3-0-116-209-94-116,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
164-42-89-111-199-30-23-130-132-64-3-0-116-209-94-116,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,293 Market Street,Los Angeles,10193,,,,,
164-42-89-111-199-30-23-130-132-64-3-0-116-209-94-116,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1194@example.com,+1-555-1194,,,
164-42-89-111-199-30-23-130-132-64-3-0-116-209-94-116,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,93
164-42-89-111-199-30-23-130-132-64-3-0-116-209-94-116,Y,SMS,fr,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
164-42-89-111-199-30-23-130-132-64-3-0-116-209-94-116,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,337 Updated Avenue,Philadelphia,10197,,,,,
164-42-89-111-199-30-23-130-132-64-3-0-116-209-94-116,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1194.v4@example.com,+1-555-1194-4,,,
164-42-89-111-199-30-23-130-132-64-3-0-116-209-94-116,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,99
165-129-73-211-85-240-40-135-223-190-85-235-178-182-75-163,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
165-129-73-211-85-240-40-135-223-190-85-235-178-182-75-163,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,307 Market Street,Houston,10207,,,,,
165-129-73-211-85-240-40-135-223-190-85-235-178-182-75-163,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1208@example.com,+1-555-1208,,,
165-129-73-211-85-240-40-135-223-190-85-235-178-182-75-163,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,57
165-129-73-211-85-240-40-135-223-190-85-235-178-182-75-163,Y,EMAIL,en,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
165-129-73-211-85-240-40-135-223-190-85-235-178-182-75-163,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,318 Updated Avenue,Phoenix,10208,,,,,
165-129-73-211-85-240-40-135-223-190-85-235-178-182-75-163,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1208.v1@example.com,+1-555-1208-1,,,
165-129-73-211-85-240-40-135-223-190-85-235-178-182-75-163,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,61
165-224-255-98-190-11-8-69-111-199-241-232-136-18-175-61,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
165-224-255-98-190-11-8-69-111-199-241-232-136-18-175-61,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,197 Market Street,Los Angeles,10097,,,,,
165-224-255-98-190-11-8-69-111-199-241-232-136-18-175-61,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1098@example.com,+1-555-1098,,,
165-224-255-98-190-11-8-69-111-199-241-232-136-18-175-61,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,97
165-224-255-98-190-11-8-69-111-199-241-232-136-18-175-61,Y,PHONE,de,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
165-224-255-98-190-11-8-69-111-199-241-232-136-18-175-61,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,208 Updated Avenue,Chicago,10098,,,,,
165-224-255-98-190-11-8-69-111-199-241-232-136-18-175-61,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1098.v1@example.com,+1-555-1098-1,,,
165-224-255-98-190-11-8-69-111-199-241-232-136-18-175-61,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,99
165-31-185-117-34-125-102-64-228-254-71-133-68-118-209-51,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
165-31-185-117-34-125-102-64-228-254-71-133-68-118-209-51,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,397 Market Street,Houston,10297,,,,,
165-31-185-117-34-125-102-64-228-254-71-133-68-118-209-51,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1298@example.com,+1-555-1298,,,
165-31-185-117-34-125-102-64-228-254-71-133-68-118-209-51,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,97
165-31-185-117-34-125-102-64-228-254-71-133-68-118-209-51,Y,PHONE,de,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
165-31-185-117-34-125-102-64-228-254-71-133-68-118-209-51,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,408 Updated Avenue,Phoenix,10298,,,,,
165-31-185-117-34-125-102-64-228-254-71-133-68-118-209-51,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1298.v1@example.com,+1-555-1298-1,,,
165-31-185-117-34-125-102-64-228-254-71-133-68-118-209-51,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,99
167-216-174-69-105-18-11-91-236-18-231-182-233-100-139-134,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
167-216-174-69-105-18-11-91-236-18-231-182-233-100-139-134,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,275 Market Street,Los Angeles,10175,,,,,
167-216-174-69-105-18-11-91-236-18-231-182-233-100-139-134,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1176@example.com,+1-555-1176,,,
167-216-174-69-105-18-11-91-236-18-231-182-233-100-139-134,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,75
168-156-245-37-225-217-240-77-22-206-49-22-94-19-154-75,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
168-156-245-37-225-217-240-77-22-206-49-22-94-19-154-75,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,160 Market Street,New York,10060,,,,,
168-156-245-37-225-217-240-77-22-206-49-22-94-19-154-75,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1061@example.com,+1-555-1061,,,
168-156-245-37-225-217-240-77-22-206-49-22-94-19-154-75,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,60
168-36-12-184-35-94-156-73-58-12-48-96-117-134-22-108,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
168-36-12-184-35-94-156-73-58-12-48-96-117-134-22-108,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,256 Market Street,New York,10156,,,,,
168-36-12-184-35-94-156-73-58-12-48-96-117-134-22-108,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1157@example.com,+1-555-1157,,,
168-36-12-184-35-94-156-73-58-12-48-96-117-134-22-108,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,56
168-36-12-184-35-94-156-73-58-12-48-96-117-134-22-108,N,PORTAL,es,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
168-36-12-184-35-94-156-73-58-12-48-96-117-134-22-108,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,289 Updated Avenue,Houston,10159,,,,,
168-36-12-184-35-94-156-73-58-12-48-96-117-134-22-108,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1157.v3@example.com,+1-555-1157-3,,,
168-36-12-184-35-94-156-73-58-12-48-96-117-134-22-108,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,62
169-235-129-34-56-247-83-19-38-82-174-9-150-58-5-233,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
169-235-129-34-56-247-83-19-38-82-174-9-150-58-5-233,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,336 Market Street,Chicago,10236,,,,,
169-235-129-34-56-247-83-19-38-82-174-9-150-58-5-233,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1237@example.com,+1-555-1237,,,
169-235-129-34-56-247-83-19-38-82-174-9-150-58-5-233,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,86
169-235-129-34-56-247-83-19-38-82-174-9-150-58-5-233,N,PORTAL,es,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
169-235-129-34-56-247-83-19-38-82-174-9-150-58-5-233,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,369 Updated Avenue,Philadelphia,10239,,,,,
169-235-129-34-56-247-83-19-38-82-174-9-150-58-5-233,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1237.v3@example.com,+1-555-1237-3,,,
169-235-129-34-56-247-83-19-38-82-174-9-150-58-5-233,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,92
169-7-142-134-83-54-140-156-41-26-226-248-183-64-18-231,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
169-7-142-134-83-54-140-156-41-26-226-248-183-64-18-231,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,339 Market Street,Philadelphia,10239,,,,,
